DATASET PATH: C:/Users/Tobia/workspace/ToyBeispiel/TempPP.dat

Vektor n [Desired-Out | Final-Result | Difference]


Vektor 1	 [59.105737902594	 | 59.64808416435651	 | -0.5423462617625106]
Vektor 677	 [72.3347342538909	 | 73.16892542015249	 | -0.83419116626159]
Vektor 678	 [47.35088390514	 | 47.33200720515975	 | 0.018876699980253875]
Vektor 679	 [47.3706403927514	 | 47.3518506810578	 | 0.018789711693599997]
Vektor 680	 [1.2224755195247905	 | 3.4586682335901893	 | -2.2361927140653988]
Vektor 681	 [79.4469089232266	 | 80.54978238350917	 | -1.1028734602825665]
Vektor 682	 [74.2311956430253	 | 74.93263117736028	 | -0.7014355343349763]
Vektor 683	 [24.087631620581103	 | 24.551201270047095	 | -0.4635696494659918]
Vektor 684	 [42.4275223136022	 | 42.40802311699602	 | 0.01949919660618349]
Vektor 685	 [23.5573372934648	 | 24.525243446382973	 | -0.9679061529181716]
Vektor 686	 [8.961050417787332	 | 8.011347283358857	 | 0.949703134428475]
Vektor 687	 [65.0155856284542	 | 65.47488199763275	 | -0.45929636917854566]
Vektor 688	 [2.0084628934651594	 | 4.266257564868178	 | -2.257794671403019]
Vektor 689	 [28.7048237436649	 | 29.746402082111135	 | -1.0415783384462358]
Vektor 690	 [73.2380412651718	 | 74.04425245187228	 | -0.8062111867004802]
Vektor 691	 [36.133147947915106	 | 36.66088684128125	 | -0.5277388933661413]
Vektor 692	 [54.52524155105689	 | 54.65481914514868	 | -0.12957759409179204]
Vektor 693	 [1.4471373877600098	 | 1.861609825607922	 | -0.4144724378479123]
Vektor 694	 [11.412105272126102	 | 12.864042147248577	 | -1.4519368751224757]
Vektor 695	 [63.3150101089713	 | 64.11257933657619	 | -0.7975692276048889]
Vektor 696	 [75.4764216074726	 | 76.38678032510603	 | -0.9103587176334287]
Vektor 697	 [9.19014634967107	 | 10.863776074011481	 | -1.6736297243404117]
Vektor 698	 [19.333024888946095	 | 20.101885828923997	 | -0.7688609399779018]
Vektor 699	 [21.7150612850982	 | 22.5256811874229	 | -0.8106199023246994]
Vektor 700	 [44.0780758347872	 | 44.06078066823001	 | 0.0172951665571901]
Vektor 701	 [41.58550634679251	 | 41.71443240493292	 | -0.12892605814040792]
Vektor 702	 [70.0424597727869	 | 70.96319755129583	 | -0.9207377785089363]
Vektor 703	 [60.5830606923237	 | 60.88482915193713	 | -0.30176845961343446]
Vektor 704	 [43.7155410841348	 | 43.75017344457183	 | -0.034632360437029774]
Vektor 705	 [58.8560271663005	 | 59.103234491432865	 | -0.24720732513236499]
Vektor 706	 [3.83991740978456	 | 6.015412267029598	 | -2.175494857245038]
Vektor 707	 [4.62021742360311	 | 6.735208156215117	 | -2.114990732612007]
Vektor 708	 [37.5573309736112	 | 37.96634713819453	 | -0.4090161645833277]
Vektor 709	 [71.5361777541788	 | 72.26567376117077	 | -0.7294960069919796]
Vektor 710	 [7.69762539236742	 | 9.522010912944163	 | -1.824385520576743]
Vektor 711	 [43.1060605098991	 | 43.16313781797386	 | -0.05707730807475997]
Vektor 712	 [7.86143625129763	 | 9.66934517462399	 | -1.8079089233263597]
Vektor 713	 [22.823925303849293	 | 23.360701362589154	 | -0.5367760587398607]
Vektor 714	 [1.0393895177986494	 | 1.6779898588930626	 | -0.6386003410944132]
Vektor 715	 [40.023959380590604	 | 40.24809683936343	 | -0.2241374587728231]
Vektor 716	 [17.641212831273197	 | 18.53836394903011	 | -0.8971511177569127]
Vektor 717	 [12.574874140250099	 | 11.975806905707303	 | 0.5990672345427956]
Vektor 718	 [10.698127870068902	 | 12.220474065311876	 | -1.5223461952429744]
Vektor 719	 [65.9574801482284	 | 66.85947193269784	 | -0.9019917844694447]
Vektor 720	 [45.1599774370616	 | 45.14752728390894	 | 0.012450153152656185]
Vektor 721	 [73.8234931820605	 | 74.65660312274343	 | -0.833109940682931]
Vektor 722	 [18.1162612082844	 | 18.43921730057921	 | -0.3229560922948096]
Vektor 723	 [9.39338890273101	 | 11.046492239404616	 | -1.653103336673606]
Vektor 724	 [48.9845586851369	 | 49.00950333006432	 | -0.024944644927415993]
Vektor 725	 [14.621735776745696	 | 15.772703612260921	 | -1.1509678355152246]
Vektor 726	 [57.5941699966071	 | 58.03361260647716	 | -0.43944260987006345]
Vektor 727	 [68.9290805889024	 | 69.86504970945171	 | -0.9359691205493164]
Vektor 728	 [13.0202544759072	 | 12.487237280846337	 | 0.5330171950608626]
Vektor 729	 [22.5162750122819	 | 23.403905352930515	 | -0.8876303406486166]
Vektor 730	 [37.96619590002291	 | 37.97426186974197	 | -0.008065969719062593]
Vektor 731	 [31.924563509565605	 | 32.05664230850839	 | -0.13207879894278207]
Vektor 732	 [4.081796928034011	 | 6.239558129317205	 | -2.1577612012831935]
Vektor 733	 [51.204401627910386	 | 51.264546483056826	 | -0.06014485514644008]
Vektor 734	 [8.742083833715192	 | 10.461027878095372	 | -1.71894404438018]
Vektor 735	 [40.31547533515361	 | 40.52034652006683	 | -0.2048711849132232]
Vektor 736	 [35.6634735500063	 | 36.231161486031006	 | -0.5676879360247042]
Vektor 737	 [50.5059365624042	 | 50.54929517955762	 | -0.043358617153415935]
Vektor 738	 [40.3237432600463	 | 40.528077451242176	 | -0.20433419119587626]
Vektor 739	 [11.825678488081499	 | 11.124162805035699	 | 0.7015156830458]
Vektor 740	 [26.526041488061697	 | 27.598682289301376	 | -1.0726408012396789]
Vektor 741	 [7.112634261873989	 | 8.995482437053601	 | -1.8828481751796122]
Vektor 742	 [1.7341367099913099	 | 2.008688408250479	 | -0.27455169825916914]
Vektor 743	 [6.196132806078502	 | 8.16859773684268	 | -1.9724649307641773]
Vektor 744	 [53.37782840858969	 | 53.55068386423121	 | -0.1728554556415176]
Vektor 745	 [50.788951460294804	 | 50.84232038375297	 | -0.053368923458165796]
Vektor 746	 [6.180142774587072	 | 8.15414060606191	 | -1.973997831474838]
Vektor 747	 [30.699359955196506	 | 31.648244290326616	 | -0.94888433513011]
Vektor 748	 [35.1298534981404	 | 35.182968814565804	 | -0.05311531642540501]
Vektor 749	 [4.80256664020868	 | 4.127723563015096	 | 0.674843077193584]
Vektor 750	 [7.92099805137661	 | 6.95681630602301	 | 0.9641817453535992]
Vektor 751	 [25.599844522318605	 | 25.983239937041528	 | -0.3833954147229228]
Vektor 752	 [27.831878647018005	 | 28.89575786544956	 | -1.0638792184315555]
Vektor 753	 [3.0723604724322797	 | 5.295935644912881	 | -2.2235751724806017]
Vektor 754	 [21.1720599538793	 | 21.92324114881173	 | -0.7511811949324283]
Vektor 755	 [3.42944565394692	 | 5.6324075209273	 | -2.20296186698038]
Vektor 756	 [45.28068130100089	 | 45.27524245614138	 | 0.00543884485951196]
Vektor 757	 [2.9493401838438595	 | 2.7463318190486596	 | 0.2030083647951999]
Vektor 758	 [7.32468581406896	 | 6.374769936576048	 | 0.949915877492912]
Vektor 759	 [36.582688898023	 | 37.07243311530455	 | -0.4897442172815474]
Vektor 760	 [23.240451030168302	 | 23.752468211413102	 | -0.5120171812448007]
Vektor 761	 [33.9172493605524	 | 34.632200109945586	 | -0.7149507493931893]
Vektor 762	 [28.4175353276172	 | 29.46781212782783	 | -1.0502768002106322]
Vektor 763	 [2.309427174749251	 | 4.562840672010814	 | -2.2534134972615627]
Vektor 764	 [10.938446626126602	 | 12.43698421198408	 | -1.4985375858574788]
Vektor 765	 [60.4463049088961	 | 61.077328991323164	 | -0.6310240824270608]
Vektor 766	 [40.3768841136033	 | 40.36377410279829	 | 0.013110010805014838]
Vektor 767	 [49.7973877315024	 | 49.818687343739164	 | -0.021299612236767018]
Vektor 768	 [4.634150592658401	 | 3.991660983403932	 | 0.6424896092544685]
Vektor 769	 [66.0806810900637	 | 66.58123311211033	 | -0.5005520220466195]
Vektor 770	 [4.4595415305831505	 | 6.587719314105029	 | -2.1281777835218785]
Vektor 771	 [8.413007002993078	 | 7.449728011038743	 | 0.9632789919543354]
Vektor 772	 [3.910696896893449	 | 6.081110561481502	 | -2.170413664588053]
Vektor 773	 [34.1506430364654	 | 34.22462972897636	 | -0.07398669251096379]
Vektor 774	 [6.500429887674848	 | 8.4434955527199	 | -1.9430656650450526]
Vektor 775	 [51.9510250803448	 | 52.05217370438485	 | -0.1011486240400501]
Vektor 776	 [5.52451503210522	 | 4.732176346051093	 | 0.7923386860541273]
Vektor 777	 [28.492449735560204	 | 29.540583426773896	 | -1.0481336912136925]
Vektor 778	 [2.799255286951941	 | 2.646829503280646	 | 0.152425783671295]
Vektor 779	 [35.9072659927963	 | 36.4541977263908	 | -0.546931733594505]
Vektor 780	 [19.8889944698119	 | 20.617943136957177	 | -0.728948667145275]
Vektor 781	 [18.9238472325795	 | 19.72279499468662	 | -0.7989477621071188]
Vektor 782	 [22.141233270795496	 | 22.71993569847742	 | -0.5787024276819253]
Vektor 783	 [34.0797090335387	 | 34.781232080131744	 | -0.7015230465930458]
Vektor 784	 [31.251814854059408	 | 32.166497208874574	 | -0.9146823548151666]
Vektor 785	 [48.70409555035711	 | 48.72527269283247	 | -0.02117714247535929]
Vektor 786	 [8.385158830093092	 | 7.421536314917786	 | 0.963622515175306]
Vektor 787	 [3.196151174194741	 | 2.9144164202525875	 | 0.2817347539421533]
Vektor 788	 [14.827087170234	 | 14.58901396329114	 | 0.23807320694285927]
Vektor 789	 [23.845284827427	 | 24.3224528350223	 | -0.4771680075952993]
Vektor 790	 [23.874618923971894	 | 24.862460550915127	 | -0.9878416269432329]
Vektor 791	 [1.3851431690453093	 | 3.6310466729827358	 | -2.245903503937426]
Vektor 792	 [10.847046259674798	 | 12.354626626544828	 | -1.5075803668700303]
Vektor 793	 [30.469077070624596	 | 30.64740999992909	 | -0.17833292930449218]
Vektor 794	 [3.2528124340040607	 | 2.9537597540378924	 | 0.29905267996616836]
Vektor 795	 [7.639340090719468	 | 6.679731505519881	 | 0.9596085851995868]
Vektor 796	 [15.066540500765697	 | 14.869604172213899	 | 0.1969363285517982]
Vektor 797	 [61.065132946124805	 | 61.38284899459672	 | -0.31771604847191526]
Vektor 798	 [58.7050512511992	 | 59.2202507406491	 | -0.5151994894498984]
Vektor 799	 [34.8423431446748	 | 34.90129645295541	 | -0.058953308280607075]
Vektor 800	 [25.9920193632656	 | 26.355927579600728	 | -0.36390821633512616]
Vektor 801	 [44.354836799121195	 | 44.33852938636419	 | 0.016307412757001316]
Vektor 802	 [19.980224946011397	 | 20.702731017266768	 | -0.7225060712553706]
Vektor 803	 [7.87723510573817	 | 9.68355312026555	 | -1.8063180145273803]
Vektor 804	 [36.179636507005604	 | 36.703432104800335	 | -0.5237955977947308]
Vektor 805	 [76.9551709290763	 | 77.36095701436422	 | -0.4057860852879145]
Vektor 806	 [61.9575218246964	 | 62.681485685800176	 | -0.7239638611037762]
Vektor 807	 [33.0132220864783	 | 33.115014465276026	 | -0.10179237879772529]
Vektor 808	 [6.024769598533881	 | 8.013593788424172	 | -1.9888241898902912]


FINAL ERROR = 3.1200377234441605
